id,name,category,description,tags
"dpsorvawu5","Secondary stomatorrhexis","diseases","A secondary  medical condition characterized by inflammation or abnormal state of the stomato system.","stomato;rrhexis;disease;secondary"
"m2a7vg37ir","Cefanib Suspension","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suspension.","nib;suspension;medicine;treatment"
"d488agh2l0","Viral stomatoemia","diseases","A viral  medical condition characterized by inflammation or abnormal state of the stomato system.","stomato;emia;disease;viral"
"mt4hbmns9f","Levaterol Capsules","medicines","A pharmacological agent prescribed for various therapeutic indications, available as capsules.","terol;capsules;medicine;treatment"
"sb1w58dqc9","Spinal Soreness","symptoms","Patient experiences  soreness in the spinal  region.","soreness;symptom;spinal"
"mu70prwkox","Simapro Solution","medicines","A pharmacological agent prescribed for various therapeutic indications, available as solution.","pro;solution;medicine;treatment"
"mxpryjcka5","Loxabuterol Tablets","medicines","A pharmacological agent prescribed for various therapeutic indications, available as tablets.","buterol;tablets;medicine;treatment"
"sbq62m04qm","Localized Thoracic Inflammation","symptoms","Patient experiences localized  inflammation in the thoracic  region.","inflammation;symptom;thoracic;localized"
"ssfngo09g9","Nasal Dizziness","symptoms","Patient experiences  dizziness in the nasal  region.","dizziness;symptom;nasal"
"mn1tbni9ci","Bupadipine Tablets","medicines","A pharmacological agent prescribed for various therapeutic indications, available as tablets.","dipine;tablets;medicine;treatment"
"mj2znnjltf","Levadipine Capsules","medicines","A pharmacological agent prescribed for various therapeutic indications, available as capsules.","dipine;capsules;medicine;treatment"
"shg1ntk2b7","Radiating Thoracic Redness","symptoms","Patient experiences radiating  redness in the thoracic  region.","redness;symptom;thoracic;radiating"
"sbz300reuu","Sudden Pulmonary Weakness","symptoms","Patient experiences sudden  weakness in the pulmonary  region.","weakness;symptom;pulmonary;sudden"
"m3kv9gpmju","Paroxterol Inhaler","medicines","A pharmacological agent prescribed for various therapeutic indications, available as inhaler.","terol;inhaler;medicine;treatment"
"m4c1w7i1zm","Sertacycline Suspension","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suspension.","cycline;suspension;medicine;treatment"
"sv36sacots","Sharp Aural Tenderness","symptoms","Patient experiences sharp  tenderness in the aural  region.","tenderness;symptom;aural;sharp"
"m43s7mcxxg","Doxyterol Solution","medicines","A pharmacological agent prescribed for various therapeutic indications, available as solution.","terol;solution;medicine;treatment"
"sh1za02h4i","Worsening Renal Soreness","symptoms","Patient experiences worsening  soreness in the renal  region.","soreness;symptom;renal;worsening"
"ta2t5qw0p0","Pulmonary Acute","terms","A clinical term referring to pulmonary acute.","term;medical;clinical"
"d3z3uvx897","Systemic arteriospasm","diseases","A systemic  medical condition characterized by inflammation or abnormal state of the arterio system.","arterio;spasm;disease;systemic"
"dpnlezg4n9","Chronic myelorrhea","diseases","A chronic  medical condition characterized by inflammation or abnormal state of the myelo system.","myelo;rrhea;disease;chronic"
"dawdnlg7b2","Pulmoalgia","diseases","A general medical condition characterized by inflammation or abnormal state of the pulmo system.","pulmo;algia;disease"
"me8wy3dfch","Simaterol Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","terol;cream;medicine;treatment"
"msehpt8bbc","Gabaterol Injection","medicines","A pharmacological agent prescribed for various therapeutic indications, available as injection.","terol;injection;medicine;treatment"
"ds4xeuxt5w","Autoimmune nephrotrophy","diseases","A autoimmune  medical condition characterized by inflammation or abnormal state of the nephro system.","nephro;trophy;disease;autoimmune"
"dne99q2zwg","Genetic gnathrrhexis","diseases","A genetic  medical condition characterized by inflammation or abnormal state of the gnath system.","gnath;rrhexis;disease;genetic"
"d6olyn8d8w","Localized choleoma","diseases","A localized  medical condition characterized by inflammation or abnormal state of the chole system.","chole;oma;disease;localized"
"mzxzwu87ow","Citanib Patch","medicines","A pharmacological agent prescribed for various therapeutic indications, available as patch.","nib;patch;medicine;treatment"
"mbqfrdeb4k","Lisipril Capsules","medicines","A pharmacological agent prescribed for various therapeutic indications, available as capsules.","pril;capsules;medicine;treatment"
"ddi15ggd7s","Fungal oculotrophy","diseases","A fungal  medical condition characterized by inflammation or abnormal state of the oculo system.","oculo;trophy;disease;fungal"
"mjyccxq9bm","Sertavir Suppository","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suppository.","vir;suppository;medicine;treatment"
"djuk1xly8j","Bacterial keratosclerosis","diseases","A bacterial  medical condition characterized by inflammation or abnormal state of the kerato system.","kerato;sclerosis;disease;bacterial"
"s3xxnl6iwi","Gradual Ocular Cramping","symptoms","Patient experiences gradual  cramping in the ocular  region.","cramping;symptom;ocular;gradual"
"sjrvwsoseg","Improving Ocular Tenderness","symptoms","Patient experiences improving  tenderness in the ocular  region.","tenderness;symptom;ocular;improving"
"m145fcvxez","Sertaazole Solution","medicines","A pharmacological agent prescribed for various therapeutic indications, available as solution.","azole;solution;medicine;treatment"
"mp7xvqwhpi","Paroxbuterol Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","buterol;cream;medicine;treatment"
"mxbvskmubm","Ibuglinide Cream","medicines","A pharmacological agent prescribed for various therapeutic indications, available as cream.","glinide;cream;medicine;treatment"
"mu9gba1kf4","Fluoglinide Suppository","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suppository.","glinide;suppository;medicine;treatment"
"mldktuphbj","Albuzepam Syrup","medicines","A pharmacological agent prescribed for various therapeutic indications, available as syrup.","zepam;syrup;medicine;treatment"
"ddiypcb2ir","Congenital hepatosthenia","diseases","A congenital  medical condition characterized by inflammation or abnormal state of the hepato system.","hepato;sthenia;disease;congenital"
"m9sl1duex0","Cefacillin Injection","medicines","A pharmacological agent prescribed for various therapeutic indications, available as injection.","cillin;injection;medicine;treatment"
"dkb10ukfyc","Genetic endomalacia","diseases","A genetic  medical condition characterized by inflammation or abnormal state of the endo system.","endo;malacia;disease;genetic"
"snjlbctjqm","Constant Oral Pain","symptoms","Patient experiences constant  pain in the oral  region.","pain;symptom;oral;constant"
"sr2h53zoup","Mild Ocular Tingling","symptoms","Patient experiences mild  tingling in the ocular  region.","tingling;symptom;ocular;mild"
"ms44f7d5nc","Gabastatin Injection","medicines","A pharmacological agent prescribed for various therapeutic indications, available as injection.","statin;injection;medicine;treatment"
"sq8jo2uoyo","Intermittent Pulmonary Tremors","symptoms","Patient experiences intermittent  tremors in the pulmonary  region.","tremors;symptom;pulmonary;intermittent"
"sfg7qw9y8j","Intermittent Renal Swelling","symptoms","Patient experiences intermittent  swelling in the renal  region.","swelling;symptom;renal;intermittent"
"dljsiftppa","Localized gastrorrhea","diseases","A localized  medical condition characterized by inflammation or abnormal state of the gastro system.","gastro;rrhea;disease;localized"
"d0u6hnne6d","Chronic stomatoalgia","diseases","A chronic  medical condition characterized by inflammation or abnormal state of the stomato system.","stomato;algia;disease;chronic"
"d9hh660eh3","Idiopathic pulmoosis","diseases","A idiopathic  medical condition characterized by inflammation or abnormal state of the pulmo system.","pulmo;osis;disease;idiopathic"
"ds3zbj0clp","Bacterial cardiorrhexis","diseases","A bacterial  medical condition characterized by inflammation or abnormal state of the cardio system.","cardio;rrhexis;disease;bacterial"
"so35eeqhjo","Intermittent Hepatic Soreness","symptoms","Patient experiences intermittent  soreness in the hepatic  region.","soreness;symptom;hepatic;intermittent"
"sdbmofjvkq","Pulmonary Cramping","symptoms","Patient experiences  cramping in the pulmonary  region.","cramping;symptom;pulmonary"
"mu9t8enmot","Amiterol Suspension","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suspension.","terol;suspension;medicine;treatment"
"m92dj1ojca","Gabacillin Solution","medicines","A pharmacological agent prescribed for various therapeutic indications, available as solution.","cillin;solution;medicine;treatment"
"d8qtvxp926","Acquired cardiorrhea","diseases","A acquired  medical condition characterized by inflammation or abnormal state of the cardio system.","cardio;rrhea;disease;acquired"
"d6opx5ozbz","Acute endooma","diseases","A acute  medical condition characterized by inflammation or abnormal state of the endo system.","endo;oma;disease;acute"
"dx7t61vgfs","Acute stomatomalacia","diseases","A acute  medical condition characterized by inflammation or abnormal state of the stomato system.","stomato;malacia;disease;acute"
"dwfndu6nji","Viral gnathmegaly","diseases","A viral  medical condition characterized by inflammation or abnormal state of the gnath system.","gnath;megaly;disease;viral"
"miextekan7","Loxaazole Solution","medicines","A pharmacological agent prescribed for various therapeutic indications, available as solution.","azole;solution;medicine;treatment"
"mu7bca8ikw","Doxytidine Powder","medicines","A pharmacological agent prescribed for various therapeutic indications, available as powder.","tidine;powder;medicine;treatment"
"mzj73mi5z6","Albuvir Drops","medicines","A pharmacological agent prescribed for various therapeutic indications, available as drops.","vir;drops;medicine;treatment"
"m5p772g7t9","Gabatidine Suspension","medicines","A pharmacological agent prescribed for various therapeutic indications, available as suspension.","tidine;suspension;medicine;treatment"
"sot0i72xfr","Sudden Cervical Weakness","symptoms","Patient experiences sudden  weakness in the cervical  region.","weakness;symptom;cervical;sudden"
"dzvsk5oi0v","Systemic neuromegaly","diseases","A systemic  medical condition characterized by inflammation or abnormal state of the neuro system.","neuro;megaly;disease;systemic"
"dmlwci9o59","Autoimmune gastrorrhea","diseases","A autoimmune  medical condition characterized by inflammation or abnormal state of the gastro system.","gastro;rrhea;disease;autoimmune"
